3309140,3309,KARANGGEDE
3309150,3309,KLEGO
3309160,3309,ANDONG
3309170,3309,KEMUSU
3309180,3309,WONOSEGORO
3309190,3309,JUWANGI
3310010,3310,PRAMBANAN
3310020,3310,GANTIWARNO
3310030,3310,WEDI
3310040,3310,BAYAT
3310050,3310,CAWAS
3310060,3310,TRUCUK
3310070,3310,KALIKOTES
3310080,3310,KEBONARUM
3310090,3310,JOGONALAN
3310100,3310,MANISRENGGO
3310110,3310,KARANGNONGKO
3310120,3310,NGAWEN
3310130,3310,CEPER
3310140,3310,PEDAN
3310150,3310,KARANGDOWO
3310160,3310,JUWIRING
3310170,3310,WONOSARI
3310180,3310,DELANGGU
3310190,3310,POLANHARJO
3310200,3310,KARANGANOM
3310210,3310,TULUNG
3310220,3310,JATINOM
3310230,3310,KEMALANG
3310710,3310,KLATEN SELATAN
3310720,3310,KLATEN TENGAH
3310730,3310,KLATEN UTARA
3311010,3311,WERU
3311020,3311,BULU
3311030,3311,TAWANGSARI
3311040,3311,SUKOHARJO
3311050,3311,NGUTER
3311060,3311,BENDOSARI
3311070,3311,POLOKARTO
3311080,3311,MOJOLABAN
3311090,3311,GROGOL
3311100,3311,BAKI
3311110,3311,GATAK
3311120,3311,KARTASURA
3312010,3312,PRACIMANTORO
3312020,3312,PARANGGUPITO
3312030,3312,GIRITONTRO
3312040,3312,GIRIWOYO
3312050,3312,BATUWARNO
3312060,3312,KARANGTENGAH
3312070,3312,TIRTOMOYO
3312080,3312,NGUNTORONADI
3312090,3312,BATURETNO
3312100,3312,EROMOKO
3312110,3312,WURYANTORO
3312120,3312,MANYARAN
3312130,3312,SELOGIRI
3312140,3312,WONOGIRI
3312150,3312,NGADIROJO
3312160,3312,SIDOHARJO
3312170,3312,JATIROTO
3312180,3312,KISMANTORO
3312190,3312,PURWANTORO
3312200,3312,BULUKERTO
3312201,3312,PUHPELEM
3312210,3312,SLOGOHIMO
3312220,3312,JATISRONO
3312230,3312,JATIPURNO
3312240,3312,GIRIMARTO
3313010,3313,JATIPURO
3313020,3313,JATIYOSO
3313030,3313,JUMAPOLO
3313040,3313,JUMANTONO
3313050,3313,MATESIH
3313060,3313,TAWANGMANGU
3313070,3313,NGARGOYOSO
3313080,3313,KARANGPANDAN
3313090,3313,KARANGANYAR
3313100,3313,TASIKMADU
3313110,3313,JATEN
3313120,3313,COLOMADU
3313130,3313,GONDANGREJO
3313140,3313,KEBAKKRAMAT
3313150,3313,MOJOGEDANG
3313160,3313,KERJO
3313170,3313,JENAWI
3314010,3314,KALIJAMBE
3314020,3314,PLUPUH
3314030,3314,MASARAN
3314040,3314,KEDAWUNG
3314050,3314,SAMBIREJO
3314060,3314,GONDANG
3314070,3314,SAMBUNG MACAN
3314080,3314,NGRAMPAL
3314090,3314,KARANGMALANG
3314100,3314,SRAGEN
3314110,3314,SIDOHARJO
3314120,3314,TANON
3314130,3314,GEMOLONG
3314140,3314,MIRI
3314150,3314,SUMBERLAWANG
3314160,3314,MONDOKAN
3314170,3314,SUKODONO
3314180,3314,GESI
3314190,3314,TANGEN
3314200,3314,JENAR
3315010,3315,KEDUNGJATI
3315020,3315,KARANGRAYUNG
3315030,3315,PENAWANGAN
3315040,3315,TOROH
3315050,3315,GEYER
3315060,3315,PULOKULON
3315070,3315,KRADENAN
3315080,3315,GABUS
3315090,3315,NGARINGAN
3315100,3315,WIROSARI
3315110,3315,TAWANGHARJO
3315120,3315,GROBOGAN
3315130,3315,PURWODADI
3315140,3315,BRATI
3315150,3315,KLAMBU
3315160,3315,GODONG
3315170,3315,GUBUG
3315180,3315,TEGOWANU
3315190,3315,TANGGUNGHARJO
3316010,3316,JATI
3316020,3316,RANDUBLATUNG
3316030,3316,KRADENAN
3316040,3316,KEDUNGTUBAN
3316050,3316,CEPU
3316060,3316,SAMBONG
3316070,3316,JIKEN
3316080,3316,BOGOREJO
3316090,3316,JEPON
3316100,3316,KOTA BLORA
3316110,3316,BANJAREJO
3316120,3316,TUNJUNGAN
3316130,3316,JAPAH
3316140,3316,NGAWEN
3316150,3316,KUNDURAN
3316160,3316,TODANAN
3317010,3317,SUMBER
3317020,3317,BULU
3317030,3317,GUNEM
3317040,3317,SALE
3317050,3317,SARANG
3317060,3317,SEDAN
3317070,3317,PAMOTAN
3317080,3317,SULANG
3317090,3317,KALIORI
3317100,3317,REMBANG
3317110,3317,PANCUR
3317120,3317,KRAGAN
3317130,3317,SLUKE
3317140,3317,LASEM
3318010,3318,SUKOLILO
3318020,3318,KAYEN
3318030,3318,TAMBAKROMO
3318040,3318,WINONG
3318050,3318,PUCAKWANGI
3318060,3318,JAKEN
3318070,3318,BATANGAN
3318080,3318,JUWANA
3318090,3318,JAKENAN
3318100,3318,PATI
3318110,3318,GABUS
3318120,3318,MARGOREJO
3318130,3318,GEMBONG
3318140,3318,TLOGOWUNGU
3318150,3318,WEDARIJAKSA
3318160,3318,TRANGKIL
3318170,3318,MARGOYOSO
3318180,3318,GUNUNG WUNGKAL
3318190,3318,CLUWAK
3318200,3318,TAYU
3318210,3318,DUKUHSETI
3319010,3319,KALIWUNGU
3319020,3319,KOTA KUDUS
3319030,3319,JATI
3319040,3319,UNDAAN
3319050,3319,MEJOBO
3319060,3319,JEKULO
3319070,3319,BAE
3319080,3319,GEBOG
3319090,3319,DAWE
3320010,3320,KEDUNG
3320020,3320,PECANGAAN
3320021,3320,KALINYAMATAN
3320030,3320,WELAHAN
3320040,3320,MAYONG
3320050,3320,NALUMSARI
3320060,3320,BATEALIT
3320070,3320,TAHUNAN
3320080,3320,JEPARA
3320090,3320,MLONGGO
3320091,3320,PAKIS AJI
3320100,3320,BANGSRI
3320101,3320,KEMBANG
3320110,3320,KELING
3320111,3320,DONOROJO
3320120,3320,KARIMUNJAWA
3321010,3321,MRANGGEN
3321020,3321,KARANGAWEN
3321030,3321,GUNTUR
3321040,3321,SAYUNG
3321050,3321,KARANG TENGAH
3321060,3321,BONANG
3321070,3321,DEMAK
3321080,3321,WONOSALAM
3321090,3321,DEMPET
3321091,3321,KEBONAGUNG
3321100,3321,GAJAH
3321110,3321,KARANGANYAR
3321120,3321,MIJEN
3321130,3321,WEDUNG
3322010,3322,GETASAN
3322020,3322,TENGARAN
3322030,3322,SUSUKAN
3322031,3322,KALIWUNGU
3322040,3322,SURUH
3322050,3322,PABELAN
3322060,3322,TUNTANG
3322070,3322,BANYUBIRU
3322080,3322,JAMBU
3322090,3322,SUMOWONO
3322100,3322,AMBARAWA
3322101,3322,BANDUNGAN
3322110,3322,BAWEN
3322120,3322,BRINGIN
3322121,3322,BANCAK
3322130,3322,PRINGAPUS
3322140,3322,BERGAS
3322151,3322,UNGARAN BARAT
3322152,3322,UNGARAN TIMUR
3323010,3323,PARAKAN
3323011,3323,KLEDUNG
3323012,3323,BANSARI
3323020,3323,BULU
3323030,3323,TEMANGGUNG
3323031,3323,TLOGOMULYO
3323040,3323,TEMBARAK
3323041,3323,SELOPAMPANG
3323050,3323,KRANGGAN
3323060,3323,PRINGSURAT
3323070,3323,KALORAN
3323080,3323,KANDANGAN
3323090,3323,KEDU
3323100,3323,NGADIREJO
3323110,3323,JUMO
3323111,3323,GEMAWANG
3323120,3323,CANDIROTO
3323121,3323,BEJEN
3323130,3323,TRETEP
3323131,3323,WONOBOYO
3324010,3324,PLANTUNGAN
3324020,3324,SUKOREJO
3324030,3324,PAGERRUYUNG
3324040,3324,PATEAN
3324050,3324,SINGOROJO
3324060,3324,LIMBANGAN
3324070,3324,BOJA
3324080,3324,KALIWUNGU
3324081,3324,KALIWUNGU SELATAN
3324090,3324,BRANGSONG
3324100,3324,PEGANDON
3324101,3324,NGAMPEL
3324110,3324,GEMUH
3324111,3324,RINGINARUM
3324120,3324,WELERI
3324130,3324,ROWOSARI
3324140,3324,KANGKUNG
3324150,3324,CEPIRING
3324160,3324,PATEBON
3324170,3324,KOTA KENDAL
3325010,3325,WONOTUNGGAL
3325020,3325,BANDAR
3325030,3325,BLADO
3325040,3325,REBAN
3325050,3325,BAWANG
3325060,3325,TERSONO
3325070,3325,GRINGSING
3325080,3325,LIMPUNG
3325081,3325,BANYUPUTIH
3325090,3325,SUBAH
3325091,3325,PECALUNGAN
3325100,3325,TULIS
3325101,3325,KANDEMAN
3325110,3325,BATANG
3325120,3325,WARUNG ASEM
3326010,3326,KANDANGSERANG
3326020,3326,PANINGGARAN
3326030,3326,LEBAKBARANG
3326040,3326,PETUNGKRIONO
3326050,3326,TALUN
3326060,3326,DORO
3326070,3326,KARANGANYAR
3326080,3326,KAJEN
3326090,3326,KESESI
3326100,3326,SRAGI
3326101,3326,SIWALAN
3326110,3326,BOJONG
3326120,3326,WONOPRINGGO
3326130,3326,KEDUNGWUNI
3326131,3326,KARANGDADAP
3326140,3326,BUARAN
3326150,3326,TIRTO
3326160,3326,WIRADESA
3326161,3326,WONOKERTO
3327010,3327,MOGA
3327011,3327,WARUNGPRING
3327020,3327,PULOSARI
3327030,3327,BELIK
3327040,3327,WATUKUMPUL
3327050,3327,BODEH
3327060,3327,BANTARBOLANG
3327070,3327,RANDUDONGKAL
3327080,3327,PEMALANG
3327090,3327,TAMAN
3327100,3327,PETARUKAN
3327110,3327,AMPELGADING
3327120,3327,COMAL
3327130,3327,ULUJAMI
3328010,3328,MARGASARI
3328020,3328,BUMIJAWA
3328030,3328,BOJONG
3328040,3328,BALAPULANG
3328050,3328,PAGERBARANG
3328060,3328,LEBAKSIU
3328070,3328,JATINEGARA
3328080,3328,KEDUNG BANTENG
3328090,3328,PANGKAH
3328100,3328,SLAWI
3328110,3328,DUKUHWARU
3328120,3328,ADIWERNA
3328130,3328,DUKUHTURI
3328140,3328,TALANG
3328150,3328,TARUB
3328160,3328,KRAMAT
3328170,3328,SURADADI
3328180,3328,WARUREJA
3329010,3329,SALEM
3329020,3329,BANTARKAWUNG
3329030,3329,BUMIAYU
3329040,3329,PAGUYANGAN
3329050,3329,SIRAMPOG
3329060,3329,TONJONG
3329070,3329,LARANGAN
3329080,3329,KETANGGUNGAN
3329090,3329,BANJARHARJO
3329100,3329,LOSARI
3329110,3329,TANJUNG
3329120,3329,KERSANA
3329130,3329,BULAKAMBA
3329140,3329,WANASARI
3329150,3329,SONGGOM
3329160,3329,JATIBARANG
3329170,3329,BREBES
3371010,3371,MAGELANG SELATAN
3371011,3371,MAGELANG TENGAH
3371020,3371,MAGELANG UTARA
3372010,3372,LAWEYAN
3372020,3372,SERENGAN
3372030,3372,PASAR KLIWON
3372040,3372,JEBRES
3372050,3372,BANJARSARI
3373010,3373,ARGOMULYO
3373020,3373,TINGKIR
3373030,3373,SIDOMUKTI
3373040,3373,SIDOREJO
3374010,3374,MIJEN
3374020,3374,GUNUNG PATI
3374030,3374,BANYUMANIK
3374040,3374,GAJAH MUNGKUR
3374050,3374,SEMARANG SELATAN
3374060,3374,CANDISARI
3374070,3374,TEMBALANG
3374080,3374,PEDURUNGAN
3374090,3374,GENUK
3374100,3374,GAYAMSARI
3374110,3374,SEMARANG TIMUR
3374120,3374,SEMARANG UTARA
3374130,3374,SEMARANG TENGAH
3374140,3374,SEMARANG BARAT
3374150,3374,TUGU
3374160,3374,NGALIYAN
3375010,3375,PEKALONGAN BARAT
3375020,3375,PEKALONGAN TIMUR
3375030,3375,PEKALONGAN SELATAN
3375040,3375,PEKALONGAN UTARA
3376010,3376,TEGAL SELATAN
3376020,3376,TEGAL TIMUR
3376030,3376,TEGAL BARAT
3376040,3376,MARGADANA
